path,source_type,basis,ledger_at,ledger_why,ledger_evidence,actual_at,actual_why,actual_evidence,budget_at,budget_why,budget_evidence,hidden_columns
sources/district-budget/text/updated-town-manager-39-s-budget-sheets-2-66-2-5-25.txt,forward,budget,,,,,,,1,Budgeted column [wrapped],"===SHEET Salaries=== ,,FY25,FY26,%,,,,,,,,,,,,,,,,,,,,,,,FY23 Level,FY23 Step,FY23 Hourly Rate,,FY23 Degree Advancement,FY23 Annual Salary,FY23 Budgeted Salary,FY23 Budgeted Personnel Budget ,""DESCRIP",
sources/dls/free-cash-proof-ayer.xlsx,narrative,narrative,,,,,,,,,,
sources/dls/free-cash-proof-groton.xlsx,narrative,narrative,,,,,,,,,,
sources/dls/free-cash-proof-littleton.xlsx,narrative,narrative,,,,,,,,,,
sources/dls/free-cash-proof-lunenburg.xlsx,narrative,narrative,,,,,,,,,,
sources/dls/free-cash-proof-shirley.xlsx,narrative,narrative,,,,,,,,,,
sources/dls/free-cash-proof-townsend.xlsx,narrative,narrative,,,,,,,,,,
sources/dls/free-cash-proof-upton.xlsx,narrative,narrative,,,,,,,,,,
sources/dls/free-cash-proof-uxbridge.xlsx,narrative,narrative,,,,,,,,,,
sources/dls/free-cash-proof-westford.xlsx,narrative,narrative,,,,,,,,,,
sources/meetings/board-of-registrars/2026-08-08-agenda-7958.xlsx,narrative,narrative,,,,,,,,,,
sources/munis-ledgers/account-details/account-details-fy2024-fund1301.xlsx,ledger,narrative,Journal Detail Export!row1,journal detail export,ORG OBJECT PROJECT ACCOUNT DESCRIPTION YEAR PER JOURNAL EFF DATE POST DATE SRC T REF1 PROJECT STRING PO/REF2 REF3 REFERENCE AMOUNT P CHECK NO WARRANT VOUCHER CARRY FORWARD VDR NAME/ITEM DESC COMMENTS ,,,,,,,
sources/munis-ledgers/account-details/account-details-fy2025-fund1301.xlsx,ledger,narrative,Journal Detail Export!row1,journal detail export,ORG OBJECT PROJECT ACCOUNT DESCRIPTION YEAR PER JOURNAL EFF DATE POST DATE SRC T REF1 PROJECT STRING PO/REF2 REF3 REFERENCE AMOUNT P CHECK NO WARRANT VOUCHER CARRY FORWARD VDR NAME/ITEM DESC COMMENTS ,,,,,,,
sources/munis-ledgers/account-details/account-details-fy2026-fund1301.xlsx,ledger,narrative,Journal Detail Export!row1,journal detail export,ORG OBJECT PROJECT ACCOUNT DESCRIPTION YEAR PER JOURNAL EFF DATE POST DATE SRC T REF1 PROJECT STRING PO/REF2 REF3 REFERENCE AMOUNT P CHECK NO WARRANT VOUCHER CARRY FORWARD VDR NAME/ITEM DESC COMMENTS ,,,,,,,
sources/munis-ledgers/account-details/athletics-by-sport-fy2024-fy2026.xlsx,narrative,narrative,,,,,,,,,,
sources/munis-ledgers/expenses/glytdbud-expense-fy2026-p12-gf-all.xlsx,ledger,both,ACCOUNT DETAIL!row1,ORG/OBJ with realised columns,FUND DEPARTMENT ORG OBJ ACCOUNT ACCOUNT DESCRIPTION TYPE ROLLUP SUB-ROLLUP ORIGINAL APPROP TRANFRS/ADJSMTS REVISED BUDGET YTD EXPENDED ENCUMBRANCES 0100 122 11221 511000 0100-1-122-0000-00-0-00-1-5110,ACCOUNT DETAIL!M1,MUNIS YTD EXPENDED,YTD EXPENDED,ACCOUNT DETAIL!J1,MUNIS APPROP column,ORIGINAL APPROP,
sources/munis-ledgers/fund-balances/special-revenue-fy2026-p09.xlsx,ledger,narrative,FY26 SPECIAL REVENUE!D7,account org code column,ACCOUNT ORG CODE,,,,,,,"FY26 SPECIAL REVENUE:E,F,G,H"
sources/munis-ledgers/fund-balances/trust-agency-fy2026-p09.xlsx,ledger,narrative,Sheet2!row5,fund report roll-forward columns,Beginning Revenue Expenditure Remaining Balance Balance,,,,,,,
sources/peers/ashburnham-westminster-fy27-detail.txt,forward,budget,,,,,,,1,Proposed column [wrapped],===PAGE 1=== Proposed FY27 Operating Budget,
sources/peers/ashburnham-westminster-fy27-presentation.txt,forward,budget,,,,,,,28,Proposed column [wrapped],===PAGE 4=== FY 2027 Proposed Budget,
sources/peers/ayer-shirley-fy27-expenses.txt,forward,budget,,,,,,,1,Proposed column [wrapped],===PAGE 1=== Ayer Shirley RSD Proposed FY27  Budget,
sources/peers/groton-dunstable-fy27-budget-book.txt,restatement,both,,,,448,repeated Actual columns [wrapped],Table 4: Personnel Changes FY26-27 FY 2025 FY 2026 FY 2027 Actual Actual Budget,4,Proposed column [wrapped],GROTON-DUNSTABLE REGIONAL SCHOOL DISTRICT Superintendent’s Proposed Budget  FY27,
sources/peers/north-middlesex-finance-subcommittee.txt,forward,budget,,,,,,,38,FY__ BUDGET column [wrapped],8:35 OLD BUSINESS – VOTES MAY BE TAKEN 1. FY26 Budget,
sources/peers/wachusett-fy27-budget-presentation.txt,forward,budget,,,,,,,12,FY__ BUDGET column [wrapped],Wachusett  Regional  School  District  FY27  Budget  Book,
sources/town-budget/docs/a53-fy19-budget-handout-for-annual-town-meeting-xlsx.xlsx,restatement,both,,,,FY19 Rev Exp 4.25.18 Bond!row2,repeated Actual columns,FY 03 ACTUAL FY 04 ACTUAL FY05 BUDGETED FY07 PROJECTED FY 03 ACTUAL FY04 ACTUAL FY05 BUDGETED FY06 LEVEL FUND FY07 PROPOSED FY07 LEVEL SERV FY07 CAFO REC FY08 PROP DEPT FY08 CAFO REC FY08 CAFO REC FY0,FY19 Rev Exp 4.25.18 Bond!D2,Budgeted column,FY05 BUDGETED,"FY19 Rev Exp 4.25.18 Bond:AA,AB,AF,AG,AJ,AK,AL,AM,AN,AO,AT,AU,AY,B,C,H,I,J,K,W,X,Y; FY19 Omnibus Budget:A,AB,AC,AD,AE,AF,AG,AI,AK,AL,AM,AN,AO,AR,AS,AT,AU,BB,BC,BD,BE,BF,BG,BN,BP,BQ,BR,BT,BV,BY,CA,D,F,G,I,J,M,N,O,Q,U,V,W,Y"
sources/town-budget/text/1352-fy25-snow-and-ice-vendor-agreement.txt,forward,budget,,,,,,,119,Requested column [wrapped],"All vehicle operators shall be allowed a 15-minute paid break every four hours and a 30-minute paid break every eight hours, for a total of 45 minutes every eight hours.  These times cannot be combine",
sources/town-budget/text/1416-senior-tax-work-off-record-hours.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/1591-town-revenue-amp-proposition-2-5-presentation.txt,forward,budget,,,,,,,220,Recommended column [wrapped], Dollar terms and purpose of override on ballot question  Majority vote of electorate on T own ballot question  Levy rate (per $1000) is recommended by Assessor’s office and approved by SB,
sources/town-budget/text/1777-fy24-police-budget-attachment-a-10-year-additional-officer-plan.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/1778-fy24-police-budget-attachment-b-budget-line-items.txt,forward,budget,,,,,,,7,Requested column [wrapped],Thru 2/10/23 FY  2024 Target Budget FY24 Requested,
sources/town-budget/text/1779-fy24-police-budget-attachment-c-overtime-calculations.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/1780-fy24-police-budget-narrative.txt,forward,budget,,,,,,,636,Requested column [wrapped],"As we have stated we continuously evaluate our budget, and look for areas that can be reduced and or level funded.  We believe that we have requested a fiscally responsible budget to the Town Manger t",
sources/town-budget/text/1781-fy24-police-budget-presentation.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/1782-fy25-police-budget-table-of-contents.txt,restatement,actual,,,,5,As Expended table [wrapped],FY2024 BUDGET TABLE OF CONTENTS I. FY25 Police Budget Narrative II. Attachment A – Police Budget As Expended FY15-FY23,,,,
sources/town-budget/text/1783-i-fy25-police-budget-narrative.txt,forward,budget,,,,,,,363,Requested column [wrapped],"Collective Bargaining Agreement (CBA) and Clerical Union CBA, and the Salary Administration Plan.  We have requested an additional full-time officer in FY25 to resume the 10-year hiring plan that was ",
sources/town-budget/text/1784-ii-attachment-a-police-budget-as-expended-fy15-fy23.txt,restatement,actual,,,,1,repeated Actual columns [wrapped],"===PAGE 1=== Type Sub Type Description FY15 Actual FY16 Actual FY17 Actual FY18 Actual FY19 Actual FY20 Actual FY21 Actual FY22 Actual  FY23 Actual Personnel Salaries POLICE CHIEF SALARY $89,303.13 $9",,,,
sources/town-budget/text/1785-iii-attachment-b-fy25-10-year-hiring-plan.txt,forward,budget,,,,,,,384,Proposed column [wrapped],"Salary - 25 Step 5 37,179$ TOTAL COST, Promotion & Backfill - 1/2 Year $47,987.05 Proposed Reduction in Desk Coverage ($47,897.98)",
sources/town-budget/text/1786-iv-attachment-c-fy25-police-preliminary-budget.txt,forward,budget,,,,,,,50,Requested column [wrapped],"FY2025 POLICE PRELIMINARY BUDGET COMMUNITY POLICING $12,995.18 $12,995.18 $14,176.30 9.09% 1,181.12$ Increase requested for RAD, radKIDS, second SRO OT, and",
sources/town-budget/text/1787-v-attachment-d-fy25-overtime-costing-out-model.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/1788-vii-fy25-police-budget-presentation.txt,restatement,both,,,,172,As Expended table [wrapped],Machine Gun License 2 N/A N/A N/A ===PAGE 9=== FY2023 AS EXPENDED,238,FY__ BUDGET column [wrapped],Description FY24 Budget,
sources/town-budget/text/182-w-4-federal-tax-form-pdf.txt,forward,budget,,,,,,,344,Requested column [wrapped],"under a tax treaty, to federal and state agencies to enforce federal nontax criminal laws, or to federal law enforcement and intelligence agencies to combat terrorism. You are not required to provide ",
sources/town-budget/text/187-conflict-of-interest-financial-disclosure-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/1982-3-25-2024-presentation-how-can-we-help-you-property-tax-exemptions-amp-assistanc.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/2086-4-14-sex-offender-audits-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/2419-fy24-year-end-report.txt,restatement,actual,,,,23,Budget-vs-Actuals section [wrapped],2. Total Remaining and Year-to-Year Comparison 5.Expenditures – 5-Year Comparison 6.Budget-Vs-Actuals by Department,,,,
sources/town-budget/text/2420-fy23-lunenburg-financial-statements.txt,ledger,both,23,audited financial statements [wrapped],Independent Auditor’s Report .......................................................................................................................................... 1,42,budget and actual schedule,"Schedule of revenues, expenditures and changes in fund balance – general fund – budget and actual .................. 60",1862,Budgeted column [wrapped],"Transfers In:  (1)  Represents a budgeted transfer to fund the 2023 capital plan, and other nonmajor capital project funds.",
sources/town-budget/text/2499-fy25-governor-awards-lunenburg-fd-state-firefighter-safety-grant-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/2504-2-3-25-assessor-conference-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/2862-fy26-select-board-and-town-manager-goals-pdf.txt,forward,budget,,,,,,,20,FY__ BUDGET column [wrapped],Select Board Goals  Goal #1: FY27 Budget,
sources/town-budget/text/3003-fy24-state-budget-municipal-investments-by-kp-law-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/3358-lunenburg-senior-citizen-property-tax-work-off-program-application-2025-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/3378-lunenburg-proposed-roadway-capital-improvement-plan-list-pdf.txt,forward,budget,,,,,,,1,Proposed column [wrapped],"===PAGE 1=== Proposed Roadway Capital Improvement Plan *Costs Serve For Estimating Purposes Only. Not to be used for Bidding/Construction. Lunenburg, MA",
sources/town-budget/text/344-bencor-financial-wellness-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/3463-bridge-assessment-and-ranking-prepared-for-the-town-of-lunenburg-by-bsc-group-ma.txt,forward,budget,,,,,,,501,Recommended column [wrapped],"2.2.2 RECOMMENDATIONS Due to the inadequate size of the current structure , it is recommended that it be replaced.",
sources/town-budget/text/3541-board-of-assessors-code-of-conduct-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/3547-role-of-the-assessing-department.txt,forward,budget,,,,,,,180,Budgeted column [wrapped],– THEY SUBMIT THE TAX RATE RECAPITULATION (RECAP) TO DLS FOR APPROVAL – THE RECAP DISPLAYS THE YEARS BUDGETED,
sources/town-budget/text/3580-fy27-facilities-and-parks-budget-presentation-pdf.txt,restatement,both,,,,21,repeated Actual columns,Major cost drivers •TC Passios Building – Actual budgeting of costs•Library utilities are not included in this as they are paid direct by the library.•We are adjusting solar credits in hopes of loweri,1,FY__ BUDGET column [wrapped],"===PAGE 1=== FY27 Budget PresentationFacilities & Parks Christopher Ruth, Facilities Director,  Feb 19, 2026",
sources/town-budget/text/3581-fy27-fire-department-budget-presentation-pdf.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],"===PAGE 1=== FY27 Budget PresentationDepartment Name Fire Chief Patrick Sullivan        February 19, 2026",
sources/town-budget/text/3582-fy27-it-budget-presentation-pdf.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],===PAGE 1=== FY27 Budget Presentation Information Technology,
sources/town-budget/text/3583-fy27-monty-tech-budget-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/3584-fy27-police-department-budget-presentation-pdf.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],===PAGE 1=== FY27 Budget Presentation Lunenburg Police Department,
sources/town-budget/text/3585-fy27-preliminary-budget-presentation-pdf.txt,forward,budget,,,,,,,93,Level Service column [wrapped],"===PAGE 27=== Culture and Recreation Budget Includes: •Band Concerts •Library: $5,000 above level service increase to programs, with offsetting decrease to book service, $10,937 increase to library ma",
sources/town-budget/text/3586-fy27-school-department-budget-presentation-pdf.txt,forward,budget,,,,,,,4,FY__ BUDGET column [wrapped],"February 26, 2026 Presentation to Finance Committee ===PAGE 2=== FY26 Budget",
sources/town-budget/text/3607-fy27-coa-budget-presentation-pdf.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],"===PAGE 1=== FY27 Budget PresentationCouncil on Aging Debra Goodsell, Director  March 5, 2026",
sources/town-budget/text/3608-fy27-general-government-budget-presentation-pdf.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],===PAGE 1=== FY27 Budget Presentation General Government,
sources/town-budget/text/3609-fy27-land-use-budget-presentation-pdf.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],===PAGE 1=== FY27 Budget Presentation Land UseConservation - Building - PlanningBrian Gingras –Building CommissionerStephen Wallace –Director of Planning and Economic DevelopemntHerlin Jaime –Conserva,
sources/town-budget/text/3610-fy27-department-of-public-works-budget-presentation-pdf.txt,restatement,both,,,,25,repeated Actual columns [wrapped],General Highway ===PAGE 8=== Actual Actual ActualOriginalOriginalPreliminarySpending Spending SpendingBudgetBudgetBudgetName of BudgetFY 23 FY 24 FY 25FY 25FY 26FY 27 CommentsGarage Supplies $919.83 $,1,FY__ BUDGET column [wrapped],===PAGE 1=== FY27 Budget Presentation Department Of Public Works,
sources/town-budget/text/3611-fy27-general-government-unclassified-budget-presentation-pdf-nbsp.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],===PAGE 1=== FY27 Budget Presentation General Government-Unclassified,
sources/town-budget/text/3612-fy27-library-budget-presentation-pdf.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],"===PAGE 1=== FY27 Budget PresentationLunenburg Public Library Muir Haman, Director LPL March 5, 2026",
sources/town-budget/text/3613-fy27-public-access-cable-budget-presentation-pdf.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],"===PAGE 1=== FY27 Budget PresentationPublic Access Cable PAC Jo Toale, Manager, March 5, 2026",
sources/town-budget/text/373-fy-2023-budget-narrative-pdf.txt,restatement,both,,,,1601,repeated Actual columns [wrapped],Six Year Analysis ===PAGE 38=== Fiscal Year Budget Actual Deficit Fiscal Year Budget Actual Deficit,15,FY__ BUDGET column [wrapped],LUNENBURG POLICE DEPARTMENT FY23 BUDGET NARRATIVE,
sources/town-budget/text/374-fy-2023-budget-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/3765-town-meeting-booklet-including-warrant.txt,restatement,both,,,,2219,repeated Actual columns [wrapped],===PAGE 44=== Budget Category FY26 Adjustments FY24 Expended FY25 Budgeted FY25 Actual FY26 Budgeted FY27 Balanced Tier 1 Tier 2 Maturing Debt FY24 Expended FY25 Budgeted FY25 Actual FY26 Budgeted FY2,137,Recommended column [wrapped],RECOMMEND APPROVAL:  The board voted to recommend passage by Town Meeting. NOT RECOMMENDED:   The board voted to not recommend passage by Town Meeting.,
sources/town-budget/text/3769-fy-2027-operating-budgets-balanced-tier-1-tier2.txt,restatement,both,,,,1,repeated Actual columns [wrapped],===PAGE 1=== Budget Category FY26 Adjustments FY24 Expended FY25 Budgeted FY25 Actual FY26 Budgeted FY27 Balanced Tier 1 Tier 2 Maturing Debt FY24 Expended FY25 Budgeted FY25 Actual FY26 Budgeted FY27,1,Budgeted column [wrapped],===PAGE 1=== Budget Category FY26 Adjustments FY24 Expended FY25 Budgeted FY25 Actual FY26 Budgeted FY27 Balanced Tier 1 Tier 2 Maturing Debt FY24 Expended FY25 Budgeted FY25 Actual FY26 Budgeted FY27,
sources/town-budget/text/3781-9-30-25-fy27-preliminary-budget-presentation-pdf.txt,forward,budget,,,,,,,2,Proposed column [wrapped],Fire Department Personnel (Proposed),
sources/town-budget/text/394-1-40-school-resource-officer-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4082-fy-2027-detailed-budget.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],===PAGE 1=== ORG OBJ DESCRIPTION FY26  BUDGET  BALANCED‐ NO OVERRIDE,
sources/town-budget/text/4090-click-here-for-a-release-on-quot-understanding-lunenburg-apos-s-fy27-budget-how-.txt,forward,budget,,,,,,,15,FY__ BUDGET column [wrapped],"FOR IMMEDIATE RELEASE: April 17, 2026  UNDERSTANDING LUNENBURG’S FY27 BUDGET:",
sources/town-budget/text/4111-article-13-fy-2027-capital-plan.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4112-article-32-notice-of-town-meeting.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4113-article-12-capital-program-funding-reauthorization.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4117-fy-2011-annual-town-report.txt,forward,budget,,,,,,,1025,Proposed column [wrapped],"Ability to Fund. The Committee has to review each request under these six elements. Not only do they have to determine that the request fits within the criteria, but they have to prioritize the level ",
sources/town-budget/text/4118-fy-2012-annual-town-report.txt,forward,budget,,,,,,,1003,Proposed column [wrapped],"Effectiveness and Ability to Fund. The Committee has to review each request under these six elements. Not only do they have to determine that the request fits within the criteria, but they have to pri",
sources/town-budget/text/4119-fy-2013-annual-town-report.txt,forward,budget,,,,,,,1014,Proposed column [wrapped],"within the criteria, but they have to prioritize the level that meets the criteria. Therefore, not all requests are included in the FY Plans, mostly due to funding. The result of the proposed FY Plans",
sources/town-budget/text/4120-fy-2014-annual-town-report.txt,forward,budget,,,,,,,2380,FY__ BUDGET column [wrapped],Town on the original sewer project.  The Sewer Commission was very proud to present a balanced budget during the FY15 budget process during,
sources/town-budget/text/4121-fy-2015-annual-town-report.txt,forward,budget,,,,,,,2720,Proposed column [wrapped],homes in areas of need as determined by the Comprehensive Wastewater Management Plan to public sewer. Forty-two of these homes were in close proximity to Whalom Lake and were of concern to the homeown,
sources/town-budget/text/4122-fy-2016-annual-town-report-addendum.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4123-fy-2016-annual-town-report.txt,forward,budget,,,,,,,2430,Proposed column [wrapped],the General Highway line to maintain this location while keeping it environmentally safe. It is likely this de- partment will present a plan to use the compost as leverage to clean and grade the area ,
sources/town-budget/text/4124-fy-2017-annual-town-report.txt,restatement,both,,,,6629,repeated Actual columns [wrapped],"released, the applicant must submit a record plan detailing the actual stormwater management system as installed. The SPGA or its agent may inspect the system to confirm its ""as-built"" features. This ",694,Recommended column [wrapped]," In July the Town Manager presented various updates to the Board’s Policies and Procedures Manual including personnel policies, a new social media policy and revised financial policies recommended by",
sources/town-budget/text/4125-fy-2018-annual-town-report.txt,forward,budget,,,,,,,681,Proposed column [wrapped],"Permit. The discussion was continued at a meeting in June and then again in October.  Also in June, the Board discussed a proposed Noise Bylaw drafted by Police Chief",
sources/town-budget/text/4126-fy-2019-annual-town-report.txt,forward,budget,,,,,,,4822,Recommended column [wrapped],"department heads as a guide to develop their budget requests. After individual discussions with the department heads and listening to public comment during the budget presentations, the Town Manager d",
sources/town-budget/text/4127-fy-2020-annual-town-report.txt,restatement,both,,,,6793,repeated Actual columns [wrapped],"surety has been released, the applicant must submit a record plan detailing the actual stormwater management system as installed. The SPGA or its agent may inspect the system to confirm its ""as- built",862,REVISED BUDGET column [wrapped]," The budget process was coming to a conclusion around the time the State of Emergency was issued and the unknown effect on Local Aid from the State and the impact on local receipts, required the Town",
sources/town-budget/text/4128-fy-2021-annual-town-report.txt,forward,budget,,,,,,,503,Requested column [wrapped],environmental site assessments for that property and with MassDevelopment on any possible funding available to clean-up the property. During FY 2021 the Phase Il environmental site assessment was comp,
sources/town-budget/text/4129-fy-2022-annual-town-report.txt,forward,budget,,,,,,,613,Requested column [wrapped],Proposals was put out twice for selection of a landscape architect for 30 School Street and ultimately architect Ray Dunetz was chosen for the project. Various staff and community meetings led to a co,
sources/town-budget/text/4130-fy-2025-annual-town-report.txt,restatement,both,,,,7057,repeated Actual columns [wrapped],"START OF CONSTRUCTION. The date of issuance for new construction and substantial improvements to existing structures, provided the actual start of construction, repair, reconstruction, rehabilitation,",746,Requested column [wrapped],"accessibility, and infrastructure projects such as Complete Streets initiatives, Summer Street improvements, and bridge funding. She emphasized that her proudest achievements were the relationships bu",
sources/town-budget/text/4131-fy-2023-annual-town-report.txt,forward,budget,,,,,,,620,FY__ BUDGET column [wrapped],"LPS Athletic Field Study ($50,000), and supplemental funding for the five year revaluation ($30,000).  The Special Town Meeting in November 2022 included a number of articles such as amending the FY2",
sources/town-budget/text/4132-fy-2024-annual-town-report.txt,forward,budget,,,,,,,1385,Requested column [wrapped],"Highway Division The highway division provided daily maintenance and repairs of roads, drainage, signs, trees, roadsides, sewers, and more.  They assisted all other Departments as requested and respon",
sources/town-budget/text/4161-2026-annual-town-election-warrant.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4283-fy27-senior-means-tested-application.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4284-fy27-real-estate-exemption-flyer.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4285-fy27-senior-means-tested-brochure.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4306-notice-of-tax-taking-lists.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4346-fy27-detail-rates.txt,forward,budget,,,,,,,26,Requested column [wrapped],"- Notify Nashoba Valley Regional Dispatch at 978-772-1900 for cancellations 6. Cr uiser fee, if requested",
sources/town-budget/text/4365-september-3-2026-special-town-meeting-legal-notice.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/4373-september-3-2026-special-town-meeting-warrant.txt,forward,budget,,,,,,,30,FY__ BUDGET column [wrapped],"Summary:  On July 7, 2026, Governor Healey signed the FY27 State Budget, which made available $418,056.00 more in education-specific receipts than the Town’s FY27 budget initially anticipated.",
sources/town-budget/text/4396-november-17-2026-special-town-meeting-legal-notice.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/442-4-38-reserve-officer-hiring-process-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/443-4-39-reserve-officer-program-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/493-senior-citizen-property-tax-work-off-program-application-form-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/494-senior-tax-work-off-program-brochure-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/783-real-estate-personal-property-tax-actual-billing-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/784-real-estate-tax-preliminary-billing-pfd.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/785-motor-vehicle-excise-tax-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/786-tax-lien-sale-auction-notice-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/787-march-17-2022-tax-lien-sale-auction-registration-form-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a100-fy24-superintendent-s-proposed-budget-pdf.txt,forward,budget,,,,,,,1,Proposed column [wrapped],"===PAGE 1=== Superintendent’s Proposed  FY24 BudgetPresentation DR. KATHLEEN BURNHAM, SUPERINTENDENT OF SCHOOLS",
sources/town-budget/text/a101-fy24-monty-tech-budget-presentation-pdf.txt,forward,budget,,,,,,,6,FY__ BUDGET column [wrapped],"Westminster, Winchendon ===PAGE 2=== PRELIMINARY FY24 BUDGET PLAN",
sources/town-budget/text/a102-fy24-police-budget-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a103-fy24-monty-tech-budget-for-public-hearing-march-08-2023-pdf.txt,forward,budget,,,,,,,55,Proposed column [wrapped],Approved 22-23 Proposed,
sources/town-budget/text/a104-fy24-dpw-budget-presentation-pdf.txt,restatement,both,,,,18,repeated Actual columns [wrapped],===PAGE 4=== FY 24 Budget Request Major Actual Actual Actual Budgeted Requested,17,FY__ BUDGET column [wrapped],===PAGE 4=== FY 24 Budget Request,
sources/town-budget/text/a105-fy24-it-budget-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a106-fy24-finance-committee-budget-presentation-pdf.txt,forward,budget,,,,,,,12,FY__ BUDGET column [wrapped],• FY23 Uses of Outside Funds • FY24 Goals • FY24 Budget Requests Rationale,
sources/town-budget/text/a107-fy24-facilities-budget-presentation-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a108-fy24-council-on-aging-budget-presentation-pdf.txt,forward,budget,,,,,,,1,FY__ BUDGET column [wrapped],===PAGE 1=== Lunenburg Council on Aging FY24 Budget Request,
sources/town-budget/text/a109-fy24-fire-department-budget-presentation-pdf.txt,restatement,both,,,,303,repeated Actual columns [wrapped],(Actual) 2022 (Actual),269,Proposed column [wrapped],E T Proposed Budget,
sources/town-budget/text/a110-fy24-fy28-superintendent-s-projected-identified-needs-pdf.txt,forward,budget,,,,,,,59,Tier scenario column [wrapped],"Services & Supports 2 LPNs Guidance Counselor, Tier 1",
sources/town-budget/text/a111-fy24-finance-committee-budget-presentation-schedule-and-public-hearing-date-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a112-fiscal-year-2016-preliminary-budget-pdf.txt,forward,budget,,,,,,,526,MUNIS APPROP column [wrapped],"sub-total Non-Appropriated: $ 1,562,853 $ 1,485,197 $ 1,583,881 $ 1,570,239 TOTAL OPERATING BUDGET & NON-APPROP: S 29,732,171 $ 30,394,728 $ 31,505,473 $ 34,734,830",
sources/town-budget/text/a113-fiscal-year-2015-budget-final-after-recap-pdf.txt,forward,budget,,,,,,,279,Budgeted column [wrapped],===PAGE 6=== PROJECTED REVENUES/EXPENDITURES FY2015 (Based on TM Votes/Actual Cherry Sheet/Certified C FY13 BUDGETED FY14 BUDGETED,
sources/town-budget/text/a114-fiscal-year-2014-budget-as-appropriated-pdf.txt,narrative,narrative,,,,,,,,,,
sources/town-budget/text/a115-fiscal-year-2016-budget-presentation-pdf.txt,forward,budget,,,,,,,75,Proposed column [wrapped],"/square6Estimate for New Growth ($175,000) /square6Overrides & Exclusions- capital, debt /square6No Override proposed",
sources/town-budget/text/a116-fiscal-year-2013-budget-line-item-detail-of-fiscal-year-2013-budget-recommendati.txt,forward,budget,,,,,,,681,Proposed column [wrapped],"-1.18% 8.58% Of particular concern is that once again, no additional funding is proposed for Unrestricted General Government Aid [UGGA], also",
