fy,doc_date,doc_title,stage,block,direction,conditional_on,printed,position,school,school_printed,fte,amount,consequence,page,doc_text,doc_pdf,sha256,basis
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override failing,Special Education Teacher THES,Special Education Teacher THES,turkey-hill,thes,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override failing,Classroom Teacher PS,Classroom Teacher PS,primary,ps,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override failing,Secretary/Clerk PS*,Secretary/Clerk PS,primary,ps,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override failing,Paraprofessional PS,Paraprofessional PS,primary,ps,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override failing,Maintenance Districtwide,Maintenance Districtwide,district,districtwide,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override failing,Student Summer Custodians Districtwide*,Student Summer Custodians Districtwide,district,districtwide,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override failing,Title I Coordinator Districtwide*,Title I Coordinator Districtwide,district,districtwide,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override failing,"Expense lines including supplies, instructional tools etc","Expense lines including supplies, instructional tools etc",not stated,,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override passing,Humanities Teacher LHS,Humanities Teacher LHS,high,lhs,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override passing,Intervention Teacher LHS,Intervention Teacher LHS,high,lhs,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override passing,Classroom Teacher LMS,Classroom Teacher LMS,middle,lms,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override passing,Counselor LMS,Counselor LMS,middle,lms,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override passing,Classroom Teacher THES,Classroom Teacher THES,turkey-hill,thes,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override passing,Wilson Reading Teacher THES,Wilson Reading Teacher THES,turkey-hill,thes,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override passing,PE Teacher PS/THES,PE Teacher PS/THES,primary-and-turkey-hill,ps/thes,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override passing,Social Worker PS,Social Worker PS,primary,ps,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-04,Lunenburg School Committee Override Statement,"two lists, one conditional on a ballot question",Cuts without / with Override,reduction,the override passing,Instructional Coach Districtwide,Instructional Coach Districtwide,district,districtwide,,,,2,district-budget/text/lunenburg-school-committee-override-statement.txt,district-budget/docs/lunenburg-school-committee-override-statement.pdf,7d45eac447431f812a7c02cd00e7ae73315a0612cdce215fb2c69657647cc1b7,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,Instructional Coach (district),Instructional Coach (district),district,district,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,Intervention Teacher (LHS),Intervention Teacher (LHS),high,lhs,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,Classroom Teacher (LMS-grade 8),Classroom Teacher (LMS-grade 8),middle,lms,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,Classroom Teacher (LHS-history),Classroom Teacher (LHS-history),high,lhs,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,Guidance Counselor (LMS),Guidance Counselor (LMS),middle,lms,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,Guidance Counselor (LMS/LHS),Guidance Counselor (LMS/LHS),mid-high,lms/lhs,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,Classroom Teacher (THES-grade 5),Classroom Teacher (THES-grade 5),turkey-hill,thes,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,Wilson Reading Teacher (THES),Wilson Reading Teacher (THES),turkey-hill,thes,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,Social Worker (PS-second SW position),Social Worker (PS-second SW position),primary,ps,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Positions CUT in the FY25 budget due to loss of ESSER,reduction,,PE Teacher (PS/THES),PE Teacher (PS/THES),primary-and-turkey-hill,ps/thes,,,,43,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,History Teacher (1.0FTE),History Teacher (1.0FTE),high,LHS,1,,Current staffing 5.0FTEs Impacts of 1.0FTE cut: Class sizes would increase (average 25+) Elective offerings would be reduced Additional relevant information: An additional teacher position was added this school year. This cut means returning to staffing levels of 2022-2023. Cut will be absorbed by a retirement.,56,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Math Teacher (1.0FTE),Math Teacher (1.0FTE),high,LHS,1,,"Current Staffing 6.0FTE Impacts of 1.0FTE cut: Mathematics class size will increase (average 20 up from 16); Algebra 2, Honors Geometry, and Statistics will increase to at least 25. Elective offerings would be reduced; elimination of Math Skills Building. Additional relevant information: An additional teacher position was added in the 2021-22 school year. This cut means returning to staffing levels of 2020-21. Cut will be absorbed by a retirement.",57,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Physical Education Teacher (1.0FTE),Physical Education Teacher (1.0FTE),high,LHS,1,,Current staffing 2.0FTE Impacts of a 1.0FTE cut: Increased class size for other electives. Increased class size for physical education classes. 9th grade PE would be combined with 10th grade. Elective offerings would be reduced.,58,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Science Teacher (1.0FTE),Science Teacher (1.0FTE),high,LHS,1,,"Current staffing 6.0FTE Impact of 1.0FTE cut: Class sizes may increase Elective offerings would be reduced Additional relevant information: Science teachers are licensed in specific sciences (Biology, Chemistry, Physics, Earth Science) Biology MCAS is one MCAS test high school students can take to meet their graduation requirement.",59,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Intervention Teacher (1.0FTE),Intervention Teacher (1.0FTE),high,LHS,1,,"Current staffing 1.0FTE Impact of 1.0FTE cut: TLC and MTSS programs would be merged (from 2 teachers to 1 teacher and 1 paraprofessional) Allows for the consolidation of resources, creating a more efficient/effective diverse learning environment; optimizing the allocation of limited resources Currently the LHS TLC has 12 students and the MTSS program has 16 students (across 7 class periods) Additional relevant information: Program/position was added in the 2022-23 school year to address COVID related impact on academic achievement. This cut means returning to pre-pandemic staffing levels.",60,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,LMHS Guidance Counselors (reduce by 2.0FTE),LMHS Guidance Counselors (reduce by 2.0FTE),mid-high,LMHS,2,,"Current staffing 5.0FTE Impacts of a 2.0FTE cut: Increased caseloads and responsibilities for counselors Reevaluate the delivery of the Trails to Wellness curriculum (currently delivered by guidance in advisory block). Reevaluate and prioritize responsibilities: time may be better spent working individually or in small groups with students. There have been several LHS guidance changes in the last three years; this would be another reshuffle of student guidance counselors for students/families to navigate. Counselors work closely with students everyday and are proactive in managing minor conflicts and communicating effectively with parents about them; ability to intervene with minor relationship or social conflicts will be diminished. There will be less guidance support for students having a difficult time transitioning to grade 6 or preparing to transition to grade 9. Social worker will have to deliver all counseling required in IEPs and evaluate mental health crises. Additional Relevant Information Guidance is responsible for: ■ supporting students and families through the college application process and the timelines ■ scheduling AP testing, PSAT's, ASVAB and MCAS testing, master scheduling and student schedule management ■ plays an integral role in SST and BHST (academic and behavioral health intervention referrals) ■ this cut returns behavioral health staffing to pre-pandemic levels",61,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Athletic Department Secretary (0.4FTE),Athletic Department Secretary (0.4FTE),mid-high,LMHS,0.4,,"Current staffing 0.4FTE Impacts of a 0.4FTE cut: Responsibilities will be absorbed by the Athletic Director, LMHS Main Office Secretaries and Central Office staff",62,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Classroom Teacher (1.0FTE),Classroom Teacher (1.0FTE),middle,LMS,1,,"Current staffing 17.0FTE Impacts of a 1.0FTE cut: Grade 6-8 class sizes will be slightly larger (grade 6 an average of 25 per class, grade 7 an average of 22 per class, and grade 8 an average of 25 per class for next year). Loss of this position may negatively impact grade 6 class sizes if we see the typical additional ten students registering for grade 6 this summer. District typically has 5 or 6 teachers per grade level, depending on the size of the grade level. 6th grade would have 6 teachers, and 7th and 8th grade would have 5 next year.",63,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Classroom Teacher (1.0FTE),Classroom Teacher (1.0FTE),turkey-hill,THES,1,,"Current staffing 16.0FTE Impacts of a 1.0FTE cut: The current 5th grade has 6 classes. This “bubble” class will be moving to LMS next year. Reducing one classroom teacher will not impact class sizes at THES (set to be an average of 25 for grade 3, 23 for grade 4, and 22 for grade 5 next year). There will be five (5) classes at each grade level (3-5).",64,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Wilson Reading Teacher (1.0FTE),Wilson Reading Teacher (1.0FTE),turkey-hill,THES,1,,"Current staffing 1.0FTE Impacts of a 1.0FTE cut: The HMH curriculum has appropriate Tier 2 and Tier 3 interventions that the district feels can be used with fidelity in providing explicit instruction on the five areas of reading: phonemic awareness, phonics, fluency, comprehension, and vocabulary. The current special education teachers will be able to provide this instruction with the support of the MTSS coach and reading specialist. The Special Services Office would work closely with the school administration, staff, and families to come to an agreed upon plan moving forward with the affected students.",65,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Physical Education (0.5FTE reduction),Physical Education (0.5FTE reduction),turkey-hill,THES,0.5,,Current staffing 1.0FTE Impacts of a 0.5FTE cut: One (1) physical education teacher will be split between THES and Lunenburg Primary School. We are currently using this model for all other unified arts positions at THES and the Primary. In FY24 there is 1.0 FTE PE teacher at THES and 1.0 FTE PE teacher at Lunenburg Primary. Each school would see a reduction of 0.5 FTEs.,66,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Secretary (0.25FTE),Secretary (0.25FTE),turkey-hill,THES,0.25,,Current staffing 1.25FTE Impacts of a 0.25FTE cut: Responsibilities will be absorbed by the full-time secretary volunteer support will be sought through the senior tax work-off program or parents at the school Timelines for completion of secretary assignments will have to be extended.,67,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Social Worker/Adjustment Counselor (1.0FTE),Social Worker/Adjustment Counselor (1.0FTE),primary,Primary School,1,,"Current staffing 2.0FTE Impacts of a 1.0FTE cut: The SEL block will be eliminated from the unified arts rotation which means elimination of Tier 1 services (Trails to Wellness) for all students. The social worker would absorb all the IEP and 504 students needing counseling, in addition to crisis management. The number of students receiving Tier 2 supports would be limited at best. Response time to outside agencies and the support we provide for students and families would increase (currently a 24-hour turn around). It will leave us short staffed for duty assignments, especially when we have multiple absences and are sharing more staff between building The administration will have to increase the number of check-ins, provide breaks, and implement Tier 1 interventions (as the AP and Principal are currently doing).",68,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Classroom Teacher (1.0FTE),Classroom Teacher (1.0FTE),primary,Primary School,1,,"Current staffing 16.0FTE Impacts of a 1.0FTE cut: The current 2nd grade has 6 classes. This was purposeful to lower class size for this group that struggled, socially and academically They entered Kindergarten in 2021-2022 - little or no preschool experience for these students prior to K due to COVID shut down and restrictions. Reducing one classroom teacher will not impact class sizes at the Primary School (grade 1 will average 21 per class, and grade 2 will average 24 per class). There will be five (5) classes at each grade level (K-2).",69,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Physical Education Teacher (0.5FTE reduction),Physical Education Teacher (0.5FTE reduction),primary,Primary School,0.5,,Current staffing 1.0FTE Impacts of a 0.5FTE cut: One (1) physical education teacher will be split between THES and Lunenburg Primary School. We are currently using this model for all other unified arts positions at THES and the Primary. There is currently 1.0 FTE PE teacher at THES and 1.0 FTE PE teacher at Lunenburg Primary. Each school would see a reduction of 0.5 FTEs.,70,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Secretary (0.25FTE),Secretary (0.25FTE),primary,Primary School,0.25,,Current staffing 1.25FTE Impacts of a 0.25FTE cut: Responsibilities will be absorbed by the secretary volunteer support will be sought through the senior tax work-off program or parents at the school Timelines for completion of secretary assignments will have to be extended.,71,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Instructional Coach (1.0FTE),Instructional Coach (1.0FTE),district,District,1,,Current staffing 3.0FTE Impacts of a 1.0FTE cut: Currently we have: math specialist/coach (ESSER funded) literacy specialist/coach/Title I Coordinator (Title I funded) co-teaching coach (SOA Evidence-based Practice grant funded) Literacy specialist/coach and math specialist coach will have to assume the responsibility for co-teaching coaching in addition to their existing responsibilities. The specialists/coaches will oversee the MTSS tutors (previously overseen by the intervention teachers at THES and PS) The two remaining coaches will be grant funded in FY25. Reduce the Title I Coordinator/Literacy Specialist (Instructional Coach) to Literacy Specialist/Coach only (savings on salary approximately 10-15K) Director of Teaching & Learning will absorb the responsibilities for all Title Grants,72,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Maintenance (1.0FTE),Maintenance (1.0FTE),district,District,1,,Current staffing 4.0FTE Impacts of a 1.0FTE cut: workload will be absorbed by the remaining maintenance staff more lead time will be required to line athletic fields for users response time to calls for “issues” will be increased; non-emergency matters may wait some time before being addressed maintaining grounds to the current level of manicure may not be feasible may be more delayed school opening or cancellations due to snow and ice because it will take longer to clear snow and ice to allow for a safe opening may incur additional cost if contractors are needed to assist with upkeep of grounds year round,73,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Paraprofessional Cuts,Paraprofessional Cuts,high-and-primary,LHS/Primary,,,Current staffing 71.0FTE Impacts of a 4.0FTE cut: Paraprofessionals are hired to provide inclusion support in the general education classrooms for students with IEPs requiring support; cuts will influence how the building principal creates paraprofessionals schedules/assignments. Paraprofessionals often act as the substitute when there are teacher absences; fewer paraprofessionals may impact teacher absence coverage.,74,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2025,2024-03-21,FY25 Superintendent’s Budget Update,"reductions recommended, with the district’s stated impact",Impacts,reduction,,Part-time Summer Student Custodian Cuts,Part-time Summer Student Custodian Cuts,district,All Buildings,,,The work typically assigned to student custodians will be absorbed by custodial staff.,75,district-budget/text/fy25-superintendent-39-s-budget-update.txt,district-budget/docs/fy25-superintendent-39-s-budget-update.pdf,9169e2700def0c1a2b6bebbc55d4e7f737ea5c3a7354657f4d804c017af5dc7c,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,PS - Secretary (PT) (.25),Secretary (PT) (.25),primary,PS,0.25,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,PS - Special Education Inclusion Teacher,Special Education Inclusion Teacher,primary,PS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,PS - MTSS Intervention Teacher,MTSS Intervention Teacher,primary,PS,,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
2026,2025-03-12,School Committee Approved FY26 Budget — Personnel Cuts,approved by the School Committee,Personnel Cuts,reduction,,PS - Student Custodian (summer) (0.1),Student Custodian (summer) (0.1),primary,PS,0.1,,,1,district-budget/text/school-committee-approved-fy26-budget-personnel-cuts.txt,district-budget/docs/school-committee-approved-fy26-budget-personnel-cuts.pdf,7d036aa08b5164b9e0103d1e6a35897bcbd0d311ea59aa6da412855d4d9be509,stated
